"topic","text"
"science_fiction","But `` singing '' for any shell person posed considerable technical difficulties to be overcome ."
"science_fiction","Digby calmed down , but made one request ."
"humor","The cake was received in a stunned silence that was evidence in itself of the dearth of taste thrills Mama had been providing ."
"humor","After a `` busy '' overture , the curtain rises on a farm scene -- the Ranavan Valley in northern Maine ."
"humor","During these first days of the trial I didn't have as much time to commiserate with Viola as I should have liked ."
"humor","It consists in saying , ' That would be sending the goat to look after the cabbage ."
"science_fiction","Maybe I will grow another head ."
"humor","However one looks at it , therefore , I'd say that your horoscope for this autumn is the reverse of rosy ."
"science_fiction","If the authorities remarked on her curious avocation , they did so among themselves ."
"humor","Francesca and Herbert considered themselves violently nonconformist and showed the world they were by filling their Colonial house with contemporary furniture and paintings and other art objects ( expensive , but not necessarily valuable , contemporary things ) ."
"science_fiction","After experimentation , Helva discovered that she could manipulate her diaphragmic unit to sustain tone ."
"humor","`` I reached into that funny little pocket that is high up on my dress ."
"science_fiction","Her own sound production equipment was essentially more instrumental than vocal ."
"humor","and they had told their mother about the tumbles ."
"science_fiction","The Angels in turn would exercise similar restraints in respect for the natural preferences and natures of the Earthmen -- but they had no faintest notion of man's perverse habit of passing and enforcing laws which were contrary to his own preferences and violations of his nature ."
"humor","Fran and he had met about two years after she had arrived in Manhattan from Nebraska , or was it Wyoming ? ?"
"science_fiction","The pain seems short and the pleasure seems long ."
"science_fiction","Digby was not pleased with his promotion ."
"humor",") , had listed himself for Mormon Beard roles at the instigation of his fourth murder victim who had said : `` With your beard , dear , you ought to be in movies '' ! !"
"humor","Many Shapes in bathtubs ."
"humor","Did it take a man of sixty-five longer to write a letter , shave , clean out a barn , read a newspaper , than a man of thirty ? ?"
"science_fiction","But fusion power in the Coal Sack was what had triggered all the trouble in the first place -- and he already had an Angel aboard ."
"humor","She was a living doll and no mistake -- the blue-black bang , the wide cheekbones , olive-flushed , that betrayed the Cherokee strain in her Midwestern lineage , and the mouth whose only fault , in the novelist's carping phrase , was that the lower lip was a trifle too voluptuous ."
"science_fiction","They would have to bide their official time and see , trusting that the massive doses of shell-psychology would suffice her , too , as the necessary bulwark against her unusual confinement and the pressures of her profession ."
"humor","I wouldn't have missed it for anything ."
"science_fiction","He stepped out into the hall , was delighted to encounter a water brother ."
"humor","The cycle of disaster starts the moment they touch any belonging of ours , and dogs them unto the forty-fifth generation ."
"humor","During all his busy life he had only done things which had to be done ."
"humor","Quite candidly , fellows , I wouldn't be in your shoes for all the rice in China ."
"humor","For indeed it seemed incredible that anyone could go on committing murder for ten years and not get caught at it , even in Hollywood ."
"humor","What I meant to say was that I started to start in on the dishes by gathering them all together in the kitchen sink ."
"humor","I couldn't invite Viola to our house , for Mother snobbishly refused to receive her ."
"science_fiction","He remembered them well from his happy period ."
"science_fiction","With most of his mind he was happy ."
"science_fiction","`` You can't touch him ."
"science_fiction","`` Let's take it outside ."
"science_fiction","The camp was a cluster of aluminum bubbles , ringed with a spy web to alert the Earthmen to the approach of any being ."
"humor","She also taught them to sing `` I wish I could shimmy like my sister Kate '' ."
"science_fiction","I enjoyed my lessons '' ."
"humor","Her reply stung me , but this was too important to let my hurt make any difference ."
"humor","They also caught on a little bit on how to smile a lot without your lips trembling ."
"science_fiction","Thought Hal ."
"humor","She was rollickingly happy ."
"science_fiction","It is Mars , isn't it ? ?"
"humor","But what quarter could a poor defenseless woman expect from a dictator who would even make so bold as to close all of the banks in our great nation ? ?"
"humor","I couldn't tell one from the other ."
"science_fiction","Some of them were warts until they got promoted ."
"science_fiction","`` Yes ."
"humor","My mother was beside herself with curiosity ."
"science_fiction","If that was the skiff , it was making unprecedented speed ."
"science_fiction","As she worked she absentmindedly crooned , producing a curious sound ."
"humor","Hastening to the attic , the temperature of which was easily hotter than the Gold Coast , you proceeded to mask the windows with a fancy wool coverlet , some khaki pants , and the like , and to ransack the innumerable boxes and barrels stored there ."
"humor","I stood up and began pacing ."
"humor","As you've doubtless forgotten the circumstances in the press of more recent depredations , permit me to recapitulate them briefly ."
"science_fiction","`` No , I say '' , the lady twittered ."
